City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Vermillion,US,2022-09-26 01:00:49,42.7794,-96.9292,64.71,21,100,11.34
276,Merta,IN,2022-09-26 01:00:49,26.65,74.0333,75.33,71,91,6.06
277,Cockburn Town,TC,2022-09-26 01:00:24,21.4612,-71.1419,82.62,80,4,18.52
278,Cherskiy,RU,2022-09-26 01:00:50,68.75,161.3,35.01,55,10,4.94
279,San Cristobal,VE,2022-09-26 01:00:50,7.7669,-72.225,66.6,94,54,2.19
280,Asosa,ET,2022-09-26 01:00:51,10.0667,34.5333,59.14,98,100,6.11
281,Cap Malheureux,MU,2022-09-26 01:00:51,-19.9842,57.6142,69.48,75,0,3.0
282,Yuanping,CN,2022-09-26 01:00:52,38.7153,112.7575,64.09,46,0,0.89
283,Inhambane,MZ,2022-09-26 01:00:52,-23.865,35.3833,70.38,89,0,8.25
284,Koungou,YT,2022-09-26 01:00:53,-12.7336,45.2042,74.91,88,75,2.3
285,Sharan,RU,2022-09-26 01:00:53,54.8167,54.0,47.59,83,100,7.45
286,Alekseyevsk,RU,2022-09-26 01:00:54,57.8406,108.3492,36.39,76,11,3.09
287,Jijiga,ET,2022-09-26 01:00:54,9.35,42.8,60.71,85,32,8.32
288,Abha,SA,2022-09-26 01:00:54,18.2164,42.5053,63.39,28,14,10.22
289,Kavieng,PG,2022-09-26 01:00:55,-2.5744,150.7967,84.99,68,5,11.41
290,Kolokani,ML,2022-09-26 01:00:55,13.5728,-8.0339,74.32,76,94,4.81
291,Kawalu,ID,2022-09-26 01:00:56,-7.3817,108.2082,75.06,86,100,4.18
292,Emporia,US,2022-09-26 01:00:56,38.4039,-96.1817,65.41,38,2,7.45
293,San Carlos De Bariloche,AR,2022-09-26 01:00:57,-41.1456,-71.3082,44.02,63,100,8.28
294,Cabedelo,BR,2022-09-26 00:58:52,-6.9811,-34.8339,75.87,82,0,13.51
295,Eldama Ravine,KE,2022-09-26 01:00:58,0.0516,35.7308,52.34,85,0,4.59
296,Grande Prairie,CA,2022-09-26 00:59:34,55.1667,-118.8027,66.38,45,75,20.71
297,Neiafu,TO,2022-09-26 01:00:58,-18.65,-173.9833,73.42,84,100,14.29
298,Chokurdakh,RU,2022-09-26 01:00:59,70.6333,147.9167,32.14,72,100,12.48
299,Tucuman,AR,2022-09-26 00:56:23,-26.8241,-65.2226,66.2,32,0,6.91
300,Bandar,ID,2022-09-26 01:00:59,2.05,99.75,77.77,78,100,0.36
301,Lalibela,ET,2022-09-26 01:01:00,12.0333,39.0333,54.68,68,64,5.86
302,Hirara,JP,2022-09-26 01:01:00,24.8,125.2833,82.26,74,4,11.63
303,Vangaindrano,MG,2022-09-26 01:01:00,-23.35,47.6,64.9,94,16,4.61
304,Kendari,ID,2022-09-26 01:01:01,-3.945,122.4989,83.73,63,21,2.04
305,Sabang,ID,2022-09-26 01:01:02,5.8933,95.3214,81.45,76,100,15.68
306,Bull Savanna,JM,2022-09-26 01:01:02,17.8868,-77.5902,77.61,86,100,13.76
307,Imeni Poliny Osipenko,RU,2022-09-26 01:01:03,52.4201,136.4853,52.03,90,100,13.42
308,San Patricio,US,2022-09-26 01:01:04,28.017,-97.5169,84.29,60,18,8.95
309,Peniche,PT,2022-09-26 01:01:25,39.3558,-9.3811,61.11,87,0,19.04
310,Kolondieba,ML,2022-09-26 01:01:25,11.0882,-6.8926,71.71,95,74,2.68
311,The Valley,AI,2022-09-26 01:01:26,18.217,-63.0578,83.1,74,29,16.17
312,Rawah,IQ,2022-09-26 01:02:27,34.4816,41.9093,71.17,17,0,10.33
313,Santa Vitoria Do Palmar,BR,2022-09-26 01:02:27,-33.5189,-53.3681,58.73,83,100,11.83
314,Slave Lake,CA,2022-09-26 01:02:28,55.2834,-114.769,55.81,66,56,3.8
315,Ibra,OM,2022-09-26 00:58:16,22.6906,58.5334,76.73,65,8,2.73
316,Edson,CA,2022-09-26 00:58:31,53.5835,-116.4356,71.74,37,75,4.61
317,Noumea,NC,2022-09-26 01:02:29,-22.2763,166.4572,82.99,99,11,11.7
318,Shiyan,CN,2022-09-26 01:00:21,32.6475,110.7781,70.81,49,96,2.19
319,Husavik,IS,2022-09-26 01:02:29,66.0449,-17.3389,38.32,60,100,26.08
320,Half Moon Bay,US,2022-09-26 01:02:30,37.4636,-122.4286,79.88,77,100,20.71
321,Shenjiamen,CN,2022-09-26 01:02:31,29.9576,122.298,73.22,70,62,9.17
322,Malanje,AO,2022-09-26 01:02:31,-9.5402,16.341,65.48,86,32,3.78
323,Ranot,TH,2022-09-26 01:02:32,7.7777,100.3213,81.95,74,89,7.65
324,Kupang,ID,2022-09-26 01:02:32,-10.1667,123.5833,86.58,70,20,2.3
325,Sisimiut,GL,2022-09-26 01:02:32,66.9395,-53.6735,42.51,56,100,3.94
326,Chulym,RU,2022-09-26 01:02:33,55.0997,80.9572,33.15,89,100,8.79
327,Nipawin,CA,2022-09-26 00:58:00,53.3668,-104.0009,60.84,41,75,3.44
328,Waipawa,NZ,2022-09-26 01:02:34,-41.4122,175.5153,55.96,57,100,11.56
329,Kinshasa,CD,2022-09-26 01:00:06,-4.3246,15.3215,74.95,78,80,3.38
330,Kigoma,TZ,2022-09-26 01:02:34,-4.8769,29.6267,77.99,56,100,3.38
331,Spirit River,CA,2022-09-26 01:02:35,55.7833,-118.8361,65.03,53,31,9.95
332,Moranbah,AU,2022-09-26 01:02:35,-22.0016,148.0466,82.49,40,0,9.35
333,Sao Filipe,CV,2022-09-26 01:02:36,14.8961,-24.4956,78.13,76,6,6.85
334,Tefe,BR,2022-09-26 01:02:36,-3.3542,-64.7114,77.27,78,0,2.89
335,Eichenzell,DE,2022-09-26 01:02:36,50.4934,9.6961,48.7,94,46,4.97
336,Erzin,TR,2022-09-26 01:02:37,36.9559,36.2,68.7,29,0,2.66
337,Xixiang,CN,2022-09-26 01:02:37,35.1628,112.865,74.5,38,97,1.63
338,Riyadh,SA,2022-09-26 01:01:22,24.6877,46.7219,77.61,30,1,16.96
339,Westport,US,2022-09-26 01:02:38,41.1415,-73.3579,67.82,85,0,18.41
340,Hami,CN,2022-09-26 01:02:38,42.8,93.45,71.62,16,7,6.78
341,Venice,US,2022-09-26 01:02:39,27.0998,-82.4543,82.0,90,100,1.99
342,Shizunai,JP,2022-09-26 01:02:39,42.3339,142.3669,66.06,63,100,1.52
343,Ilulissat,GL,2022-09-26 01:02:40,69.2167,-51.1,37.42,56,75,4.61
344,Altagracia De Orituco,VE,2022-09-26 01:02:40,9.8601,-66.3814,71.8,93,70,2.1
345,Moche,PE,2022-09-26 01:02:41,-8.1711,-79.0092,60.76,90,71,9.06
346,Udachnyy,RU,2022-09-26 01:02:41,66.4167,112.4,23.45,92,96,4.74
347,Saint Anthony,US,2022-09-26 01:00:21,45.0205,-93.218,62.26,51,40,6.91
348,Saint-Francois,FR,2022-09-26 01:02:42,46.4154,3.9054,47.64,100,20,0.0
349,Amapa,BR,2022-09-26 01:02:42,1.0,-52.0,74.62,81,6,3.2
350,Rio Grande,BR,2022-09-26 01:02:42,-32.035,-52.0986,61.57,91,100,14.85
351,Narsaq,GL,2022-09-26 01:02:43,60.9167,-46.05,50.22,99,100,2.13
352,Pacific Grove,US,2022-09-26 01:02:43,36.6177,-121.9166,69.39,85,75,8.05
353,Kargasok,RU,2022-09-26 01:02:44,59.0556,80.8572,29.52,95,100,8.57
354,Alausi,EC,2022-09-26 00:59:16,-2.2,-78.8333,50.22,92,100,6.22
355,Lugovoy,KZ,2022-09-26 01:02:44,42.9472,72.7644,66.09,30,0,5.82
356,Okha,RU,2022-09-26 01:03:06,53.5739,142.9478,48.78,71,64,9.84
357,Poronaysk,RU,2022-09-26 01:04:06,49.2167,143.1167,55.53,74,100,6.53
358,Ulety,RU,2022-09-26 01:04:07,51.3572,112.4849,41.07,67,15,5.93
359,Cabo San Lucas,MX,2022-09-26 01:02:31,22.8909,-109.9124,88.05,82,47,11.03
360,Jining,CN,2022-09-26 01:04:08,35.405,116.5814,69.96,62,38,6.13
361,Edd,ER,2022-09-26 01:04:08,13.9297,41.6925,89.42,61,26,5.75
362,Pangnirtung,CA,2022-09-26 01:04:09,66.1451,-65.7125,38.16,54,100,2.46
363,Kormend,HU,2022-09-26 01:04:09,47.011,16.606,51.33,98,100,2.19
364,Shangzhi,CN,2022-09-26 01:04:10,45.2167,127.9667,60.26,58,0,6.71
365,Tautira,PF,2022-09-26 01:01:17,-17.7333,-149.15,76.93,78,35,18.37
366,Pisco,PE,2022-09-26 01:04:11,-13.7,-76.2167,60.03,80,0,2.46
367,Te Anau,NZ,2022-09-26 01:04:11,-45.4167,167.7167,60.73,58,70,5.14
368,Nogliki,RU,2022-09-26 01:04:13,51.8333,143.1667,51.03,72,38,9.24
369,Pilot Butte,CA,2022-09-26 01:04:13,50.4668,-104.4178,63.63,56,88,6.38
370,Lorengau,PG,2022-09-26 01:01:22,-2.0226,147.2712,85.84,61,0,10.49
371,Severo-Kurilsk,RU,2022-09-26 01:04:14,50.6789,156.125,50.83,88,98,21.88
372,Kijang,KR,2022-09-26 01:04:15,35.2442,129.2139,69.26,61,100,4.29
373,Anadyr,RU,2022-09-26 01:04:15,64.75,177.4833,37.9,60,0,11.18
374,Faanui,PF,2022-09-26 01:04:16,-16.4833,-151.75,77.83,77,20,19.57
375,Ust-Nera,RU,2022-09-26 01:04:16,64.5667,143.2,31.73,80,100,2.13
376,Gewane,ET,2022-09-26 01:04:17,10.1664,40.6453,76.86,64,44,12.57
377,Takoradi,GH,2022-09-26 01:04:18,4.8845,-1.7554,74.71,93,7,8.81
378,Tucurui,BR,2022-09-26 01:04:18,-3.7661,-49.6725,78.82,69,91,2.3
379,Sindou,BF,2022-09-26 01:04:18,10.6667,-5.1667,73.04,90,79,1.9
380,Darjiling,IN,2022-09-26 01:04:19,27.0333,88.2667,55.71,92,100,1.79
381,Asfi,MA,2022-09-26 01:04:20,32.2994,-9.2372,67.93,71,100,7.9
382,Bilma,NE,2022-09-26 01:04:21,18.6853,12.9164,90.03,13,24,8.34
383,Corum,TR,2022-09-26 01:04:21,40.5,34.75,50.86,31,0,2.24
384,Nizwa,OM,2022-09-26 01:04:22,22.9333,57.5333,78.64,53,6,0.81
385,Xuddur,SO,2022-09-26 01:04:22,4.1213,43.8894,72.88,71,92,12.5
386,Khani,GE,2022-09-26 01:04:22,41.9563,42.9566,44.17,70,0,5.88
387,Yuli,NG,2022-09-26 01:04:23,9.6989,10.2744,73.56,91,52,3.09
388,Mogadishu,SO,2022-09-26 01:04:23,2.0371,45.3438,77.32,87,94,13.22
389,Fort Nelson,CA,2022-09-26 01:04:24,58.8053,-122.7002,61.38,49,100,2.8
390,Roma,US,2022-09-26 01:00:03,43.2128,-75.4557,58.95,96,100,0.0
391,Colac,AU,2022-09-26 01:04:25,-38.3333,143.5833,55.17,96,100,4.23
392,Vaitape,PF,2022-09-26 01:04:25,-16.5167,-151.75,77.22,78,81,17.45
393,Ginir,ET,2022-09-26 01:02:25,7.1333,40.7,58.41,82,88,4.68
394,Mikhaylovka,RU,2022-09-26 01:04:26,50.06,43.2379,47.7,81,6,13.04
395,Vostok,RU,2022-09-26 01:04:27,46.4856,135.8833,61.2,54,5,6.64
396,Baijiantan,CN,2022-09-26 01:04:27,45.6333,85.1833,73.31,27,0,5.26
397,Praia Da Vitoria,PT,2022-09-26 01:02:54,38.7333,-27.0667,69.76,78,77,17.94
398,Longyearbyen,SJ,2022-09-26 01:03:12,78.2186,15.6401,44.44,76,75,6.91
399,Esperance,AU,2022-09-26 01:04:28,-33.8667,121.9,60.42,67,100,9.1
400,Portland,US,2022-09-26 01:01:53,45.5234,-122.6762,89.94,38,0,4.61
401,Nabire,ID,2022-09-26 01:04:30,-3.3667,135.4833,84.87,67,100,1.92
402,Kholmogory,RU,2022-09-26 01:04:30,64.2229,41.656,42.69,78,100,7.54
403,Coahuayana,MX,2022-09-26 01:04:30,18.7333,-103.6833,80.26,88,57,2.55
404,Livingston,GB,2022-09-26 01:05:31,55.9029,-3.5226,51.85,82,60,13.58
405,Gwadar,PK,2022-09-26 01:05:32,25.1216,62.3254,80.22,81,100,6.91
406,Marquette,US,2022-09-26 01:05:32,46.5333,-87.6335,50.04,93,100,12.5
407,Northampton,US,2022-09-26 01:01:12,40.8754,-75.2499,60.04,90,2,5.77
408,Guaraniacu,BR,2022-09-26 01:05:33,-25.1008,-52.8781,54.5,98,100,5.59
409,Banjar,ID,2022-09-26 01:05:33,-8.19,114.9675,83.01,66,98,6.58
410,Sao Jose Da Coroa Grande,BR,2022-09-26 01:05:34,-8.8978,-35.1478,74.66,82,1,9.51
411,Jumla,NP,2022-09-26 01:01:34,29.2747,82.1838,56.57,90,83,2.37
412,Bardiyah,LY,2022-09-26 01:05:34,31.7561,25.0865,73.38,71,0,8.12
413,Beira,MZ,2022-09-26 01:05:35,-19.8436,34.8389,70.16,92,1,6.73
414,Gao,ML,2022-09-26 01:00:51,16.6362,1.637,91.58,26,9,6.44
415,Paamiut,GL,2022-09-26 01:05:36,61.994,-49.6678,45.19,97,100,14.0
416,Bismarck,US,2022-09-26 01:05:32,46.8083,-100.7837,60.64,41,0,8.05
417,Grindavik,IS,2022-09-26 01:05:36,63.8424,-22.4338,39.67,87,40,3.44
418,Krasnoselkup,RU,2022-09-26 01:02:44,65.7,82.4667,25.9,76,100,16.26
419,North Myrtle Beach,US,2022-09-26 01:01:21,33.816,-78.68,78.12,71,26,10.0
420,Abu Samrah,SY,2022-09-26 01:02:47,35.3029,37.1841,67.98,37,0,3.67
421,Vila Velha,BR,2022-09-26 01:05:37,-20.3297,-40.2925,68.95,90,75,3.44
422,Grand Gaube,MU,2022-09-26 01:05:38,-20.0064,57.6608,69.39,75,1,4.0
423,Miraflores,MX,2022-09-26 01:05:38,19.2167,-98.8083,66.02,85,95,4.05
424,Santa Marinella,IT,2022-09-26 01:05:39,42.0345,11.8536,66.49,98,48,7.25
425,Iquique,CL,2022-09-26 01:03:58,-20.2208,-70.1431,59.11,80,35,4.16
426,La Joya,MX,2022-09-26 01:05:39,18.6667,-99.4667,75.38,92,100,4.88
427,Mount Gambier,AU,2022-09-26 01:05:40,-37.8333,140.7667,51.17,98,100,3.62
428,Harrismith,ZA,2022-09-26 01:05:40,-28.2728,29.1295,57.31,54,0,4.79
429,Broome,US,2022-09-26 01:05:40,42.2506,-75.833,59.54,86,20,5.75
430,Mount Isa,AU,2022-09-26 01:05:41,-20.7333,139.5,87.57,15,0,10.36
431,Hearst,CA,2022-09-26 01:05:41,49.6835,-83.6665,49.98,86,100,3.65
432,Changqing,CN,2022-09-26 01:05:42,36.5575,116.7272,72.61,39,0,6.67
433,Simpang,ID,2022-09-26 01:05:42,-1.2667,104.0833,79.16,80,82,5.61
434,Yazman,PK,2022-09-26 01:05:43,29.1212,71.7446,82.47,49,0,5.86
435,Maputo,MZ,2022-09-26 01:05:43,-25.9653,32.5892,69.22,87,0,2.3
436,Vanderhoof,CA,2022-09-26 01:05:13,54.0166,-124.0198,69.94,46,17,5.35
437,Erdenet,MN,2022-09-26 01:05:44,49.0333,104.0833,48.79,50,100,5.1
438,Ballymena,GB,2022-09-26 01:05:44,54.8636,-6.2763,54.84,86,28,19.37
439,Karratha,AU,2022-09-26 01:05:45,-20.7377,116.8463,81.7,24,3,24.07
440,Nishihara,JP,2022-09-26 01:05:46,26.1842,127.7558,86.05,81,75,10.36
441,Bafoulabe,ML,2022-09-26 01:05:46,13.8065,-10.8321,76.03,86,24,1.36
442,Sabzevar,IR,2022-09-26 01:05:47,36.2126,57.6819,68.4,66,0,8.57
443,Vila Franca Do Campo,PT,2022-09-26 01:05:47,37.7167,-25.4333,67.19,78,87,11.99
444,Egvekinot,RU,2022-09-26 01:05:48,66.3167,-179.1667,31.91,74,72,16.08
445,Mnogovershinnyy,RU,2022-09-26 01:05:49,53.9353,139.9242,45.75,85,100,7.76
446,Sao Joao Da Barra,BR,2022-09-26 01:05:09,-21.6403,-41.0511,69.21,80,81,11.56
447,Schneeberg,DE,2022-09-26 01:05:49,50.6,12.6333,51.06,99,100,2.98
448,Merauke,ID,2022-09-26 01:06:50,-8.4667,140.3333,85.69,71,100,8.37
449,Ledyard,US,2022-09-26 01:06:50,41.4398,-72.0142,68.16,86,100,12.03
450,Vao,NC,2022-09-26 01:06:50,-22.6667,167.4833,74.28,78,0,6.85
451,Przasnysz,PL,2022-09-26 01:06:51,53.0191,20.8803,46.38,70,98,4.47
452,Rognan,NO,2022-09-26 01:06:51,67.0953,15.3878,57.34,77,72,12.28
453,Hailey,US,2022-09-26 01:06:52,43.5196,-114.3153,73.99,43,0,3.44
454,Port Blair,IN,2022-09-26 01:06:52,11.6667,92.75,81.36,81,100,9.19
455,Heishan,CN,2022-09-26 01:05:25,41.6892,122.1128,66.07,67,0,7.56
456,Dimbokro,CI,2022-09-26 01:06:53,6.6451,-4.7048,72.09,99,100,4.09
457,Uray,RU,2022-09-26 01:06:53,60.1247,64.7758,27.23,76,1,9.98
458,Isangel,VU,2022-09-26 01:06:54,-19.55,169.2667,80.71,83,75,2.3
459,Nioro,GM,2022-09-26 01:06:54,13.35,-15.75,73.36,95,100,4.81
460,Polewali,ID,2022-09-26 01:06:54,-3.4324,119.3435,83.03,61,67,2.21
461,Sarangani,PH,2022-09-26 01:06:55,5.4033,125.4636,84.13,68,85,14.79
462,Lyubinskiy,RU,2022-09-26 01:06:55,55.1542,72.6925,38.88,82,100,15.84
463,Bonavista,CA,2022-09-26 01:06:56,48.6499,-53.1147,53.83,76,73,21.14
464,Mastic Beach,US,2022-09-26 01:06:56,40.7668,-72.8521,67.28,90,0,11.99
465,Tateyama,JP,2022-09-26 01:06:57,34.9833,139.8667,74.66,68,6,4.21
466,Le Port,RE,2022-09-26 01:06:02,-20.9373,55.2919,69.76,72,3,5.23
467,Carrick-On-Suir,IE,2022-09-26 01:06:57,52.3492,-7.4131,61.97,87,100,16.6
468,Leh,IN,2022-09-26 01:06:58,34.1667,77.5833,42.12,93,100,3.56
469,Pimentel,PE,2022-09-26 01:06:58,-6.8367,-79.9342,61.95,84,100,14.56
470,Winsum,NL,2022-09-26 01:06:59,53.33,6.5208,52.99,86,100,14.7
471,Makakilo City,US,2022-09-26 01:06:59,21.3469,-158.0858,84.0,71,20,11.5
472,Rocha,UY,2022-09-26 01:07:00,-34.4833,-54.3333,55.38,84,100,8.46
473,Lakselv,NO,2022-09-26 01:07:00,70.0513,24.9718,42.62,75,100,8.05
474,Nuevo Progreso,MX,2022-09-26 01:07:00,23.1667,-97.95,79.9,73,4,4.63
475,Honiara,SB,2022-09-26 01:07:01,-9.4333,159.95,84.42,71,92,3.78
476,Mardin,TR,2022-09-26 01:07:01,37.3131,40.7436,69.06,16,0,11.5
477,Aktas,KZ,2022-09-26 01:07:02,49.7789,72.9608,61.88,37,100,8.14
478,Vanavara,RU,2022-09-26 01:07:03,60.34,102.2797,31.77,83,100,3.8
479,Sobolevo,RU,2022-09-26 01:07:03,54.4299,31.8996,45.93,75,100,7.96
480,Belaya Gora,RU,2022-09-26 01:07:04,68.5333,146.4167,35.22,65,98,14.09
481,Moberly,US,2022-09-26 01:07:04,39.4184,-92.4382,64.67,50,0,3.44
482,Alenquer,BR,2022-09-26 01:02:33,-1.9417,-54.7383,80.24,59,38,2.13
483,Strezhevoy,RU,2022-09-26 01:07:05,60.7333,77.5889,25.77,87,10,6.62
484,Panama City,PA,2022-09-26 01:05:44,8.9936,-79.5197,82.17,79,78,1.01
485,Magadan,RU,2022-09-26 01:07:06,59.5667,150.8,49.53,47,96,2.3
486,Burhaniye,TR,2022-09-26 01:07:07,39.5004,26.9727,46.31,71,0,5.75
487,Talas,TR,2022-09-26 01:07:07,38.6908,35.5538,43.47,81,0,3.44
488,Pombas,CV,2022-09-26 01:07:08,17.1503,-25.0201,76.78,76,42,6.67
489,Dubrovnik,HR,2022-09-26 01:07:09,42.6481,18.0922,69.44,94,75,11.5
490,Samarai,PG,2022-09-26 01:07:10,-10.6167,150.6667,82.85,75,99,11.05
491,Jalu,LY,2022-09-26 01:07:10,29.0331,21.5482,75.61,55,0,7.43
492,Challans,FR,2022-09-26 01:07:11,46.8436,-1.8749,52.72,78,89,6.38
493,Ewa Beach,US,2022-09-26 01:07:11,21.3156,-158.0072,85.42,71,20,11.5
494,Sitka,US,2022-09-26 01:07:12,57.0531,-135.33,55.29,88,100,5.75
495,Wajir,KE,2022-09-26 01:08:13,1.7471,40.0573,75.4,74,6,15.26
496,Quatre Cocos,MU,2022-09-26 01:08:13,-20.2078,57.7625,69.1,82,18,15.19
497,Saint-Paul,RE,2022-09-26 01:08:14,-21.0096,55.2707,69.89,73,1,1.59
498,Port Hardy,CA,2022-09-26 01:08:14,50.6996,-127.4199,60.55,80,8,5.84
499,Hobyo,SO,2022-09-26 01:08:15,5.3505,48.5268,76.14,86,18,16.69
500,Pucallpa,PE,2022-09-26 01:08:15,-8.3791,-74.5539,84.24,65,40,2.3
501,Beruwala,LK,2022-09-26 01:08:16,6.4788,79.9828,78.28,87,100,6.96
502,Ahipara,NZ,2022-09-26 01:08:16,-35.1667,173.1667,64.47,64,100,14.25
503,Lethem,GY,2022-09-26 01:08:17,3.3803,-59.7968,79.79,73,85,6.4
504,Abakaliki,NG,2022-09-26 01:08:17,6.3163,8.1169,73.42,97,100,6.58
505,Wahiawa,US,2022-09-26 01:08:18,21.5028,-158.0236,82.2,76,100,3.44
506,Buala,SB,2022-09-26 01:08:19,-8.145,159.5921,84.11,68,93,2.08
507,Tabuk,PH,2022-09-26 01:08:19,17.4189,121.4443,78.51,85,100,3.18
508,Qasigiannguit,GL,2022-09-26 01:08:20,68.8193,-51.1922,37.65,81,100,3.74
509,Tabou,CI,2022-09-26 01:08:20,4.423,-7.3528,72.79,97,100,9.35
510,Erenhot,CN,2022-09-26 01:05:26,43.6475,111.9767,63.03,31,4,2.95
511,Paracuru,BR,2022-09-26 01:08:21,-3.41,-39.0306,80.11,79,0,11.63
512,Guiberoua,CI,2022-09-26 01:08:22,6.2392,-6.1727,69.15,100,100,2.44
513,Mongo,TD,2022-09-26 01:08:22,12.1844,18.693,78.67,78,100,4.68
514,Flinders,AU,2022-09-26 01:08:23,-34.5833,150.8552,64.18,67,100,5.01
515,Bud,US,2022-09-26 01:08:23,39.447,-86.1758,65.68,68,24,5.39
516,Carlyle,US,2022-09-26 01:08:24,38.6103,-89.3726,67.21,60,0,7.65
517,Lac Du Bonnet,CA,2022-09-26 01:08:24,50.2536,-96.0612,49.06,59,1,12.28
518,Luwuk,ID,2022-09-26 01:08:25,-0.9516,122.7875,84.7,60,33,7.63
519,Byron Bay,AU,2022-09-26 01:08:25,-28.65,153.6167,73.71,64,100,4.92
520,Verkhnyaya Inta,RU,2022-09-26 01:08:25,65.9811,60.3094,28.9,71,33,8.25
521,Pyapon,MM,2022-09-26 01:08:26,16.2833,95.6833,75.78,96,100,3.49
522,Chau Doc,VN,2022-09-26 01:08:26,10.7,105.1167,80.17,80,100,4.12
523,Tombouctou,ML,2022-09-26 01:08:27,20.0,-3.0,94.24,23,100,8.48
524,Sekoma,BW,2022-09-26 01:08:27,-24.4,23.8833,67.6,31,2,9.35
525,Puerto Madryn,AR,2022-09-26 01:08:28,-42.7692,-65.0385,53.98,78,27,15.35
526,Padang,ID,2022-09-26 01:08:28,-0.9492,100.3543,78.85,81,100,1.68
527,Ascension,US,2022-09-26 01:08:29,30.2169,-90.9001,84.07,78,0,0.0
528,Chalmette,US,2022-09-26 01:08:29,29.9427,-89.9634,86.0,68,0,9.22
529,Mayo,US,2022-09-26 01:08:30,38.8876,-76.5119,73.51,78,0,5.75
530,Necochea,AR,2022-09-26 01:08:30,-38.5473,-58.7368,50.54,91,60,11.61
531,Minab,IR,2022-09-26 01:08:30,27.1467,57.0801,85.28,53,5,1.19
532,Los Corrales De Buelna,ES,2022-09-26 01:08:31,43.2636,-4.0726,57.09,81,92,1.01
533,San Miguel,SV,2022-09-26 01:08:31,13.4833,-88.1833,74.35,98,34,2.93
534,Severodvinsk,RU,2022-09-26 01:08:32,64.5635,39.8302,42.91,84,100,8.9
535,Maraa,BR,2022-09-26 01:08:32,-1.8333,-65.3667,75.99,82,83,1.59
536,Harlingen,US,2022-09-26 01:08:32,26.1906,-97.6961,84.29,85,0,6.91
537,Manjakandriana,MG,2022-09-26 01:08:33,-18.9167,47.8,55.09,92,100,4.32
538,Vestmanna,FO,2022-09-26 01:08:33,62.1564,-7.1664,40.12,81,75,67.89
539,Tarauaca,BR,2022-09-26 01:08:34,-8.1614,-70.7656,78.44,62,97,2.73
540,Lata,PT,2022-09-26 01:08:34,40.1629,-8.3327,57.92,53,0,4.99
541,Quepos,CR,2022-09-26 01:09:35,9.4236,-84.1652,78.28,85,100,1.97
542,Mamakan,RU,2022-09-26 01:09:35,57.8161,114.0028,37.98,75,21,2.62
543,Kungurtug,RU,2022-09-26 01:09:36,50.5994,97.5228,48.02,51,58,3.0
544,Port Shepstone,ZA,2022-09-26 01:08:52,-30.7414,30.455,69.76,79,5,12.55
545,Kwinana,AU,2022-09-26 01:09:36,-32.25,115.7667,64.81,65,0,1.99
546,Maragogi,BR,2022-09-26 01:09:37,-9.0122,-35.2225,74.34,81,0,9.13
547,Aden,YE,2022-09-26 01:09:37,12.7794,45.0367,88.36,66,74,4.88
548,La Ronge,CA,2022-09-26 01:09:38,55.1001,-105.2842,51.76,61,100,5.3
549,Vanimo,PG,2022-09-26 01:09:39,-2.6741,141.3028,85.44,63,49,7.27
550,Richards Bay,ZA,2022-09-26 01:09:39,-28.783,32.0377,72.73,68,5,9.42
